Updated On,State,Sessions, Sites ,First Dose Administered,Second Dose Administered
06-08-2021,Delhi,275974,1161,7684071,2875606
07-08-2021,Delhi,302021,1299,7744261,2935467
08-08-2021,Delhi,65363,107,7750023,2940832
09-08-2021,Delhi,302853,1311,7835546,3000536
10-08-2021,Delhi,,,,
11-08-2021,Delhi,,,,
12-08-2021,Delhi,,,,
13-08-2021,Delhi,,,,
14-08-2021,Delhi,,,,
15-08-2021,Delhi,,,,
16-08-2021,Delhi,,,,
16-01-2021,Goa,7,7,50,0
17-01-2021,Goa,10,7,50,0
18-01-2021,Goa,20,8,47,0
19-01-2021,Goa,32,15,72,0
20-01-2021,Goa,38,20,72,0
21-01-2021,Goa,41,22,72,0
22-01-2021,Goa,44,24,300,0
23-01-2021,Goa,47,24,971,0
24-01-2021,Goa,55,26,1033,0
25-01-2021,Goa,68,37,1285,0
26-01-2021,Goa,70,39,1290,0
27-01-2021,Goa,72,39,1844,0
28-01-2021,Goa,77,41,2394,0
29-01-2021,Goa,82,43,2752,0
30-01-2021,Goa,90,46,3464,0
31-01-2021,Goa,103,50,3466,0
01-02-2021,Goa,119,60,3860,0
02-02-2021,Goa,148,77,4720,0
03-02-2021,Goa,158,80,5582,0
04-02-2021,Goa,173,83,6532,0
05-02-2021,Goa,173,83,7195,0
06-02-2021,Goa,182,86,7460,0
07-02-2021,Goa,189,89,7462,0
08-02-2021,Goa,200,95,7800,0
09-02-2021,Goa,214,106,8607,0
10-02-2021,Goa,272,115,9656,0
11-02-2021,Goa,318,128,11086,0
12-02-2021,Goa,357,129,12743,0
13-02-2021,Goa,399,131,13277,309
14-02-2021,Goa,401,131,13277,309
15-02-2021,Goa,419,133,13942,337
16-02-2021,Goa,443,134,14123,340
17-02-2021,Goa,481,136,14700,340
18-02-2021,Goa,507,136,13960,343
19-02-2021,Goa,541,137,15417,585
20-02-2021,Goa,543,138,16122,1273
21-02-2021,Goa,559,141,16122,1273
22-02-2021,Goa,603,142,16651,1492
23-02-2021,Goa,647,150,16916,1503
24-02-2021,Goa,686,150,17881,1970
25-02-2021,Goa,707,150,18693,2428
26-02-2021,Goa,726,150,19870,2750
27-02-2021,Goa,726,150,19870,2750
28-02-2021,Goa,758,152,19870,2750
01-03-2021,Goa,856,153,19870,2750
02-03-2021,Goa,968,157,23398,3607
03-03-2021,Goa,1112,167,26860,4570
04-03-2021,Goa,1258,178,30673,5497
05-03-2021,Goa,1458,178,34005,6425
06-03-2021,Goa,1507,178,36894,6906
07-03-2021,Goa,1532,184,36902,6906
08-03-2021,Goa,1632,184,40153,7346
09-03-2021,Goa,7600,54,36027,7913
10-03-2021,Goa,8700,60,38493,8760
11-03-2021,Goa,9200,62,40416,9825
12-03-2021,Goa,8700,60,44305,11282
13-03-2021,Goa,7050,49,47645,11667
14-03-2021,Goa,0,0,47655,11668
15-03-2021,Goa,15800,59,52403,12249
16-03-2021,Goa,17600,59,65739,12638
17-03-2021,Goa,7700,51,72357,13074
18-03-2021,Goa,7400,51,74794,13270
19-03-2021,Goa,7200,49,77616,13803
20-03-2021,Goa,6900,49,80447,14288
21-03-2021,Goa,100,1,80522,14297
22-03-2021,Goa,7400,52,83315,14810
23-03-2021,Goa,7200,51,86286,15178
24-03-2021,Goa,6900,49,88974,15794
25-03-2021,Goa,7300,52,91525,16296
26-03-2021,Goa,8300,56,94110,16971
27-03-2021,Goa,6900,49,96611,17115
